card_id,reg_num,reg_date,file_id,ext,file_name,title,tmp_path,download_status,mime_type,pdf_path,convert_status
3380,3807-1,2020-07-16,197612,.pdf,3807-1_Порівняльна таблиця (17.07.2020),Порівняльна таблиця (17.07.2020),dataset_comparative_2020_2026\comparative_files\3807-1_Порівняльна таблиця (17.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3807-1_Порівняльна таблиця (17.07.2020).pdf,SKIP_ALREADY_PDF
3307,3841,2020-07-14,191984,.docx,3841_Порівняльна таблиця (15.07.2020),Порівняльна таблиця (15.07.2020),dataset_comparative_2020_2026\comparative_files\3841_Порівняльна таблиця (15.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3841_Порівняльна таблиця (15.07.2020).pdf,OK
3382,3879,2020-07-17,197679,.pdf,3879_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3879_Порівняльна таблиця (20.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3879_Порівняльна таблиця (20.07.2020).pdf,SKIP_ALREADY_PDF
3338,3852,2020-07-15,194915,.docx,3852_Порівняльна таблиця (16.07.2020),Порівняльна таблиця (16.07.2020),dataset_comparative_2020_2026\comparative_files\3852_Порівняльна таблиця (16.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3852_Порівняльна таблиця (16.07.2020).pdf,OK
3388,3853-1,2020-07-17,198488,.pdf,3853-1_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3853-1_Порівняльна таблиця (20.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3853-1_Порівняльна таблиця (20.07.2020).pdf,SKIP_ALREADY_PDF
3393,3899,2020-07-17,198637,.pdf,3899_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3899_Порівняльна таблиця (20.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3899_Порівняльна таблиця (20.07.2020).pdf,SKIP_ALREADY_PDF
3337,3851,2020-07-15,194868,.docx,3851_Порівняльна таблиця (16.07.2020),Порівняльна таблиця (16.07.2020),dataset_comparative_2020_2026\comparative_files\3851_Порівняльна таблиця (16.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3851_Порівняльна таблиця (16.07.2020).pdf,OK
3337,3851,2020-07-15,334954,.pdf,3851_Порівняльна таблиця (Друге читання),Порівняльна таблиця (Друге читання),dataset_comparative_2020_2026\comparative_files\3851_Порівняльна таблиця (Друге читання).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3851_Порівняльна таблиця (Друге читання).pdf,SKIP_ALREADY_PDF
3355,3861,2020-07-16,196540,.docx,3861_Порівняльна таблиця (17.07.2020),Порівняльна таблиця (17.07.2020),dataset_comparative_2020_2026\comparative_files\3861_Порівняльна таблиця (17.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3861_Порівняльна таблиця (17.07.2020).pdf,OK
3402,3904,2020-07-17,199200,.pdf,3904_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3904_Порівняльна таблиця (20.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3904_Порівняльна таблиця (20.07.2020).pdf,SKIP_ALREADY_PDF
3403,3903,2020-07-17,199425,.pdf,3903_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3903_Порівняльна таблиця (20.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3903_Порівняльна таблиця (20.07.2020).pdf,SKIP_ALREADY_PDF
3404,3761-1,2020-07-17,199476,.pdf,3761-1_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3761-1_Порівняльна таблиця (20.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3761-1_Порівняльна таблиця (20.07.2020).pdf,SKIP_ALREADY_PDF
3375,3866,2020-07-16,197575,.docx,3866_Порівняльна таблиця (17.07.2020),Порівняльна таблиця (17.07.2020),dataset_comparative_2020_2026\comparative_files\3866_Порівняльна таблиця (17.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3866_Порівняльна таблиця (17.07.2020).pdf,OK
3354,3860,2020-07-16,196532,.docx,3860_Порівняльна таблиця (17.07.2020),Порівняльна таблиця (17.07.2020),dataset_comparative_2020_2026\comparative_files\3860_Порівняльна таблиця (17.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3860_Порівняльна таблиця (17.07.2020).pdf,OK
3378,3869,2020-07-16,197601,.docx,3869_Порівняльна таблиця (17.07.2020),Порівняльна таблиця (17.07.2020),dataset_comparative_2020_2026\comparative_files\3869_Порівняльна таблиця (17.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3869_Порівняльна таблиця (17.07.2020).pdf,OK
3378,3869,2020-07-16,1544693,.pdf,3869_Порівняльна таблиця (Друге читання),Порівняльна таблиця (Друге читання),dataset_comparative_2020_2026\comparative_files\3869_Порівняльна таблиця (Друге читання).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3869_Порівняльна таблиця (Друге читання).pdf,SKIP_ALREADY_PDF
3384,3876,2020-07-16,197760,.docx,3876_Порівняльна таблиця (17.07.2020),Порівняльна таблиця (17.07.2020),dataset_comparative_2020_2026\comparative_files\3876_Порівняльна таблиця (17.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3876_Порівняльна таблиця (17.07.2020).pdf,OK
3398,3896,2020-07-17,199070,.docx,3896_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3896_Порівняльна таблиця (20.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3896_Порівняльна таблиця (20.07.2020).pdf,OK
3383,3875,2020-07-16,197732,.docx,3875_Порівняльна таблиця (17.07.2020),Порівняльна таблиця (17.07.2020),dataset_comparative_2020_2026\comparative_files\3875_Порівняльна таблиця (17.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3875_Порівняльна таблиця (17.07.2020).pdf,OK
3399,3800-1,2020-07-17,199063,.docx,3800-1_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3800-1_Порівняльна таблиця (20.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3800-1_Порівняльна таблиця (20.07.2020).pdf,OK
3407,3888,2020-07-17,200068,.docx,3888_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3888_Порівняльна таблиця (20.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3888_Порівняльна таблиця (20.07.2020).pdf,OK
3420,3905,2020-07-17,200176,.pdf,3905_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3905_Порівняльна таблиця (20.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3905_Порівняльна таблиця (20.07.2020).pdf,SKIP_ALREADY_PDF
3409,3889,2020-07-17,200077,.docx,3889_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3889_Порівняльна таблиця (20.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3889_Порівняльна таблиця (20.07.2020).pdf,OK
3426,3907,2020-07-17,200329,.xlsx,3907_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3907_Порівняльна таблиця (20.07.2020).xlsx,OK,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,SKIP_UNSUPPORTED_EXT
3411,3890,2020-07-17,200089,.docx,3890_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3890_Порівняльна таблиця (20.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3890_Порівняльна таблиця (20.07.2020).pdf,OK
3411,3890,2020-07-17,394944,.pdf,3890_Порівняльна таблиця (Друге читання),Порівняльна таблиця (Друге читання),dataset_comparative_2020_2026\comparative_files\3890_Порівняльна таблиця (Друге читання).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3890_Порівняльна таблиця (Друге читання).pdf,SKIP_ALREADY_PDF
3430,3767-1,2020-07-20,201464,.pdf,3767-1_Порівняльна таблиця (21.07.2020),Порівняльна таблиця (21.07.2020),dataset_comparative_2020_2026\comparative_files\3767-1_Порівняльна таблиця (21.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3767-1_Порівняльна таблиця (21.07.2020).pdf,SKIP_ALREADY_PDF
3431,3780-1,2020-07-20,201704,.pdf,3780-1_Порівняльна таблиця (21.07.2020),Порівняльна таблиця (21.07.2020),dataset_comparative_2020_2026\comparative_files\3780-1_Порівняльна таблиця (21.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3780-1_Порівняльна таблиця (21.07.2020).pdf,SKIP_ALREADY_PDF
3432,3930,2020-07-23,201782,.pdf,3930_Порівняльна таблиця (24.07.2020),Порівняльна таблиця (24.07.2020),dataset_comparative_2020_2026\comparative_files\3930_Порівняльна таблиця (24.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3930_Порівняльна таблиця (24.07.2020).pdf,SKIP_ALREADY_PDF
3433,3933,2020-07-23,202080,.pdf,3933_Порівняльна таблиця (24.07.2020),Порівняльна таблиця (24.07.2020),dataset_comparative_2020_2026\comparative_files\3933_Порівняльна таблиця (24.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3933_Порівняльна таблиця (24.07.2020).pdf,SKIP_ALREADY_PDF
3433,3933,2020-07-23,242194,.pdf,3933_Порівняльна таблиця (доопрацьований) (01.09.2020),Порівняльна таблиця (доопрацьований) (01.09.2020),dataset_comparative_2020_2026\comparative_files\3933_Порівняльна таблиця (доопрацьований) (01.09.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3933_Порівняльна таблиця (доопрацьований) (01.09.2020).pdf,SKIP_ALREADY_PDF
3435,3779-1,2020-07-20,202326,.pdf,3779-1_Порівняльна таблиця (21.07.2020),Порівняльна таблиця (21.07.2020),dataset_comparative_2020_2026\comparative_files\3779-1_Порівняльна таблиця (21.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3779-1_Порівняльна таблиця (21.07.2020).pdf,SKIP_ALREADY_PDF
3412,3891,2020-07-17,200101,.docx,3891_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3891_Порівняльна таблиця (20.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3891_Порівняльна таблиця (20.07.2020).pdf,OK
3439,3941,2020-07-28,203230,.pdf,3941_Порівняльна таблиця (31.07.2020),Порівняльна таблиця (31.07.2020),dataset_comparative_2020_2026\comparative_files\3941_Порівняльна таблиця (31.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3941_Порівняльна таблиця (31.07.2020).pdf,SKIP_ALREADY_PDF
3442,3918,2020-07-22,203371,.pdf,3918_Порівняльна таблиця (23.07.2020),Порівняльна таблиця (23.07.2020),dataset_comparative_2020_2026\comparative_files\3918_Порівняльна таблиця (23.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3918_Порівняльна таблиця (23.07.2020).pdf,SKIP_ALREADY_PDF
3441,3910,2020-07-21,203323,.pdf,3910_Порівняльна таблиця (23.07.2020),Порівняльна таблиця (23.07.2020),dataset_comparative_2020_2026\comparative_files\3910_Порівняльна таблиця (23.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3910_Порівняльна таблиця (23.07.2020).pdf,SKIP_ALREADY_PDF
3415,3893,2020-07-17,200119,.docx,3893_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3893_Порівняльна таблиця (20.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3893_Порівняльна таблиця (20.07.2020).pdf,OK
3443,3928,2020-07-22,203671,.pdf,3928_Порівняльна таблиця (23.07.2020),Порівняльна таблиця (23.07.2020),dataset_comparative_2020_2026\comparative_files\3928_Порівняльна таблиця (23.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3928_Порівняльна таблиця (23.07.2020).pdf,SKIP_ALREADY_PDF
3454,3924,2020-07-22,204600,.pdf,3924_Порівняльна таблиця (23.07.2020),Порівняльна таблиця (23.07.2020),dataset_comparative_2020_2026\comparative_files\3924_Порівняльна таблиця (23.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3924_Порівняльна таблиця (23.07.2020).pdf,SKIP_ALREADY_PDF
3416,3894,2020-07-17,200124,.docx,3894_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3894_Порівняльна таблиця (20.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3894_Порівняльна таблиця (20.07.2020).pdf,OK
3456,3916,2020-07-22,204621,.pdf,3916_Порівняльна таблиця (23.07.2020),Порівняльна таблиця (23.07.2020),dataset_comparative_2020_2026\comparative_files\3916_Порівняльна таблиця (23.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3916_Порівняльна таблиця (23.07.2020).pdf,SKIP_ALREADY_PDF
3419,3897,2020-07-17,200188,.docx,3897_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3897_Порівняльна таблиця (20.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3897_Порівняльна таблиця (20.07.2020).pdf,OK
3422,3900,2020-07-17,200220,.docx,3900_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3900_Порівняльна таблиця (20.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3900_Порівняльна таблиця (20.07.2020).pdf,OK
3459,3923,2020-07-22,204765,.pdf,3923_Порівняльна таблиця (23.07.2020),Порівняльна таблиця (23.07.2020),dataset_comparative_2020_2026\comparative_files\3923_Порівняльна таблиця (23.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3923_Порівняльна таблиця (23.07.2020).pdf,SKIP_ALREADY_PDF
3461,3920,2020-07-22,204793,.pdf,3920_Порівняльна таблиця (23.07.2020),Порівняльна таблиця (23.07.2020),dataset_comparative_2020_2026\comparative_files\3920_Порівняльна таблиця (23.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3920_Порівняльна таблиця (23.07.2020).pdf,SKIP_ALREADY_PDF
3463,3919,2020-07-22,204804,.pdf,3919_Порівняльна таблиця (23.07.2020),Порівняльна таблиця (23.07.2020),dataset_comparative_2020_2026\comparative_files\3919_Порівняльна таблиця (23.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3919_Порівняльна таблиця (23.07.2020).pdf,SKIP_ALREADY_PDF
3466,3917,2020-07-22,204827,.pdf,3917_Порівняльна таблиця (23.07.2020),Порівняльна таблиця (23.07.2020),dataset_comparative_2020_2026\comparative_files\3917_Порівняльна таблиця (23.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3917_Порівняльна таблиця (23.07.2020).pdf,SKIP_ALREADY_PDF
3470,3922,2020-07-22,205497,.pdf,3922_Порівняльна таблиця (23.07.2020),Порівняльна таблиця (23.07.2020),dataset_comparative_2020_2026\comparative_files\3922_Порівняльна таблиця (23.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3922_Порівняльна таблиця (23.07.2020).pdf,SKIP_ALREADY_PDF
3472,3921,2020-07-22,205525,.pdf,3921_Порівняльна таблиця (23.07.2020),Порівняльна таблиця (23.07.2020),dataset_comparative_2020_2026\comparative_files\3921_Порівняльна таблиця (23.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3921_Порівняльна таблиця (23.07.2020).pdf,SKIP_ALREADY_PDF
3473,3925,2020-07-22,206129,.pdf,3925_Порівняльна таблиця (23.07.2020),Порівняльна таблиця (23.07.2020),dataset_comparative_2020_2026\comparative_files\3925_Порівняльна таблиця (23.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3925_Порівняльна таблиця (23.07.2020).pdf,SKIP_ALREADY_PDF
3474,3926,2020-07-22,206160,.pdf,3926_Порівняльна таблиця (24.07.2020),Порівняльна таблиця (24.07.2020),dataset_comparative_2020_2026\comparative_files\3926_Порівняльна таблиця (24.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3926_Порівняльна таблиця (24.07.2020).pdf,SKIP_ALREADY_PDF
3423,3901,2020-07-17,200260,.docx,3901_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3901_Порівняльна таблиця (20.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3901_Порівняльна таблиця (20.07.2020).pdf,OK
3427,3908,2020-07-17,200334,.docx,3908_Порівняльна таблиця (20.07.2020),Порівняльна таблиця (20.07.2020),dataset_comparative_2020_2026\comparative_files\3908_Порівняльна таблиця (20.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3908_Порівняльна таблиця (20.07.2020).pdf,OK
3479,3875-1,2020-07-24,207548,.pdf,3875-1_Порівняльна таблиця (24.07.2020),Порівняльна таблиця (24.07.2020),dataset_comparative_2020_2026\comparative_files\3875-1_Порівняльна таблиця (24.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3875-1_Порівняльна таблиця (24.07.2020).pdf,SKIP_ALREADY_PDF
3481,3934,2020-07-23,208021,.pdf,3934_Порівняльна таблиця (24.07.2020),Порівняльна таблиця (24.07.2020),dataset_comparative_2020_2026\comparative_files\3934_Порівняльна таблиця (24.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3934_Порівняльна таблиця (24.07.2020).pdf,SKIP_ALREADY_PDF
3480,3876-1,2020-07-24,207560,.pdf,3876-1_Порівняльна таблиця (24.07.2020),Порівняльна таблиця (24.07.2020),dataset_comparative_2020_2026\comparative_files\3876-1_Порівняльна таблиця (24.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3876-1_Порівняльна таблиця (24.07.2020).pdf,SKIP_ALREADY_PDF
3483,3824-1,2020-07-23,208338,.pdf,3824-1_Порівняльна таблиця (24.07.2020),Порівняльна таблиця (24.07.2020),dataset_comparative_2020_2026\comparative_files\3824-1_Порівняльна таблиця (24.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3824-1_Порівняльна таблиця (24.07.2020).pdf,SKIP_ALREADY_PDF
3447,3911,2020-07-21,204088,.docx,3911_Порівняльна таблиця (23.07.2020),Порівняльна таблиця (23.07.2020),dataset_comparative_2020_2026\comparative_files\3911_Порівняльна таблиця (23.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3911_Порівняльна таблиця (23.07.2020).pdf,OK
3447,3911,2020-07-21,447300,.pdf,3911_Порівняльна таблиця (Друге читання),Порівняльна таблиця (Друге читання),dataset_comparative_2020_2026\comparative_files\3911_Порівняльна таблиця (Друге читання).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3911_Порівняльна таблиця (Друге читання).pdf,SKIP_ALREADY_PDF
3486,3935,2020-07-24,209382,.pdf,3935_Порівняльна таблиця (24.07.2020),Порівняльна таблиця (24.07.2020),dataset_comparative_2020_2026\comparative_files\3935_Порівняльна таблиця (24.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3935_Порівняльна таблиця (24.07.2020).pdf,SKIP_ALREADY_PDF
3486,3935,2020-07-24,687467,.pdf,3935_Порівняльна таблиця (Друге читання),Порівняльна таблиця (Друге читання),dataset_comparative_2020_2026\comparative_files\3935_Порівняльна таблиця (Друге читання).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3935_Порівняльна таблиця (Друге читання).pdf,SKIP_ALREADY_PDF
3487,3881-1,2020-07-24,209670,.pdf,3881-1_Порівняльна таблиця (24.07.2020),Порівняльна таблиця (24.07.2020),dataset_comparative_2020_2026\comparative_files\3881-1_Порівняльна таблиця (24.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3881-1_Порівняльна таблиця (24.07.2020).pdf,SKIP_ALREADY_PDF
3488,3840-1,2020-07-24,209768,.pdf,3840-1_Порівняльна таблиця (24.07.2020),Порівняльна таблиця (24.07.2020),dataset_comparative_2020_2026\comparative_files\3840-1_Порівняльна таблиця (24.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3840-1_Порівняльна таблиця (24.07.2020).pdf,SKIP_ALREADY_PDF
3496,3891-1,2020-07-30,216526,.pdf,3891-1_Порівняльна таблиця (31.07.2020),Порівняльна таблиця (31.07.2020),dataset_comparative_2020_2026\comparative_files\3891-1_Порівняльна таблиця (31.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3891-1_Порівняльна таблиця (31.07.2020).pdf,SKIP_ALREADY_PDF
3499,3937,2020-07-27,212325,.pdf,3937_Порівняльна таблиця (28.07.2020),Порівняльна таблиця (28.07.2020),dataset_comparative_2020_2026\comparative_files\3937_Порівняльна таблиця (28.07.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3937_Порівняльна таблиця (28.07.2020).pdf,SKIP_ALREADY_PDF
3457,3913,2020-07-21,204789,.docx,3913_Порівняльна таблиця (23.07.2020),Порівняльна таблиця (23.07.2020),dataset_comparative_2020_2026\comparative_files\3913_Порівняльна таблиця (23.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3913_Порівняльна таблиця (23.07.2020).pdf,OK
3457,3913,2020-07-21,415904,.pdf,3913_Порівняльна таблиця (Друге читання),Порівняльна таблиця (Друге читання),dataset_comparative_2020_2026\comparative_files\3913_Порівняльна таблиця (Друге читання).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3913_Порівняльна таблиця (Друге читання).pdf,SKIP_ALREADY_PDF
3449,3912,2020-07-21,204325,.docx,3912_Порівняльна таблиця (23.07.2020),Порівняльна таблиця (23.07.2020),dataset_comparative_2020_2026\comparative_files\3912_Порівняльна таблиця (23.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3912_Порівняльна таблиця (23.07.2020).pdf,OK
3458,3915,2020-07-21,204784,.docx,3915_Порівняльна таблиця (23.07.2020),Порівняльна таблиця (23.07.2020),dataset_comparative_2020_2026\comparative_files\3915_Порівняльна таблиця (23.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3915_Порівняльна таблиця (23.07.2020).pdf,OK
3458,3915,2020-07-21,356365,.pdf,3915_Порівняльна таблиця (Друге читання),Порівняльна таблиця (Друге читання),dataset_comparative_2020_2026\comparative_files\3915_Порівняльна таблиця (Друге читання).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3915_Порівняльна таблиця (Друге читання).pdf,SKIP_ALREADY_PDF
3475,3927,2020-07-22,208032,.docx,3927_Порівняльна таблиця (23.07.2020),Порівняльна таблиця (23.07.2020),dataset_comparative_2020_2026\comparative_files\3927_Порівняльна таблиця (23.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3927_Порівняльна таблиця (23.07.2020).pdf,OK
3477,3929,2020-07-23,208005,.docx,3929_Порівняльна таблиця (24.07.2020),Порівняльна таблиця (24.07.2020),dataset_comparative_2020_2026\comparative_files\3929_Порівняльна таблиця (24.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3929_Порівняльна таблиця (24.07.2020).pdf,OK
3484,3931,2020-07-23,208449,.docx,3931_Порівняльна таблиця (24.07.2020),Порівняльна таблиця (24.07.2020),dataset_comparative_2020_2026\comparative_files\3931_Порівняльна таблиця (24.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3931_Порівняльна таблиця (24.07.2020).pdf,OK
3484,3931,2020-07-23,605673,.pdf,3931_Порівняльна таблиця (Друге читання),Порівняльна таблиця (Друге читання),dataset_comparative_2020_2026\comparative_files\3931_Порівняльна таблиця (Друге читання).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3931_Порівняльна таблиця (Друге читання).pdf,SKIP_ALREADY_PDF
3485,3932,2020-07-23,208454,.docx,3932_Порівняльна таблиця (24.07.2020),Порівняльна таблиця (24.07.2020),dataset_comparative_2020_2026\comparative_files\3932_Порівняльна таблиця (24.07.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3932_Порівняльна таблиця (24.07.2020).pdf,OK
